14.5662	87.88463
14.57218	96.2086
14.57816	85.77712
14.58414	88.40909
14.59011	89.04623
14.59609	90.19803
14.60207	97.91088
14.60805	85.18247
14.61403	85.93344
14.62001	83.5907
14.62598	73.5904
14.63196	74.39261
14.63794	46.93175
14.64392	59.92568
14.6499	69.42153
14.65588	85.52184
14.66185	85.66878
14.66783	78.64985
14.67381	85.55449
14.67979	80.58679
14.68577	77.63601
14.69175	94.5891
14.69772	88.09747
14.7037	83.29971
14.70968	86.81697
14.71566	90.00197
14.72164	86.34194
14.72762	85.06616
14.7336	86.83704
14.73957	85.65027
14.74555	83.30133
14.75153	70.22238
14.75751	86.71766
14.76349	69.41675
14.76947	80.62679
14.77544	86.27866
14.78142	85.46099
14.7874	68.91542
14.79338	69.80665
14.79936	71.50101
14.80534	70.19567
14.81131	73.0502
14.81729	73.64919
14.82327	71.08488
14.82925	70.67786
14.83523	43.53695
14.84121	48.56316
14.84718	44.52999
14.85316	62.12131
14.85914	72.34826
14.86512	74.26282
14.8711	73.49836
14.87708	67.06692
14.88306	63.44985
14.88903	72.43846
14.89501	69.47856
14.90099	51.93921
14.90697	54.83064
14.91295	67.56225
14.91893	53.80169
14.9249	63.62741
14.93088	68.13768
14.93686	66.21503
14.94284	61.77841
14.94882	79.98927
14.9548	68.93362
14.96077	78.88469
14.96675	75.36959
14.97273	74.57849
14.97871	72.00532
14.98469	73.89758
14.99067	84.27242
14.99664	82.46299
15.00262	77.76432
15.0086	86.65005
15.01458	74.45875
15.02056	72.61613
15.02654	72.5509
15.03252	58.3966
15.03849	41.13812
15.04447	73.71528
15.05045	70.65531
15.05643	65.81268
15.06241	56.7654
15.06839	69.61246
15.07436	44.47941
15.08034	59.30136
15.08632	49.28465
15.0923	49.54978
15.09828	41.62572
15.10426	36.72281
15.11023	61.97197
15.11621	50.81025
15.12219	64.02116
15.12817	59.51861
15.13415	56.02076
15.14013	58.45826
15.1461	58.21162
15.15208	45.17075
15.15806	55.13299
15.16404	48.15275
15.17002	51.1466
15.176	40.71514
15.18198	44.21616
15.18795	56.64252
15.19393	71.50323
15.19991	50.29177
15.20589	48.89962
15.21187	55.67141
15.21785	42.15692
15.22382	46.42825
15.2298	54.8588
15.23578	67.63955
15.24176	51.29793
15.24774	35.91942
15.25372	47.44613
15.25969	49.11363
15.26567	68.20368
15.27165	64.64055
15.27763	60.66247
15.28361	65.97476
15.28959	58.50989
15.29556	74.30421
15.30154	72.26734
15.30752	64.10446
15.3135	75.0845
15.31948	75.21716
15.32546	73.59684
15.33144	74.48246
15.33741	80.53275
15.34339	78.923
15.34937	74.20596
15.35535	70.81635
15.36133	73.16034
15.36731	74.55598
15.37328	71.80374
15.37926	72.12676
15.38524	64.09753
15.39122	68.35402
15.3972	73.24134
15.40318	72.15475
15.40915	68.59035
15.41513	67.32284
15.42111	69.56478
15.42709	74.26669
15.43307	74.58126
15.43905	58.52192
15.44502	53.35323
15.451	58.70025
15.45698	52.7638
15.46296	50.80521
15.46894	25.64456
15.47492	62.13653
15.4809	41.71822
15.48687	67.33446
15.49285	57.27032
15.49883	63.29526
15.50481	69.42199
15.51079	69.64816
15.51677	77.79658
15.52274	72.97503
15.52872	72.33114
15.5347	66.07334
15.54068	77.1299
15.54666	65.45862
15.55264	57.33409
15.55861	43.93106
15.56459	64.03824
15.57057	53.05532
15.57655	63.54588
15.58253	57.90774
15.58851	59.80166
15.59448	71.09475
15.60046	51.61831
15.60644	40.12302
15.61242	53.40628
15.6184	73.73352
15.62438	72.45652
15.63036	70.04005
15.63633	70.05595
15.64231	54.17459
